regiao,setor,vab,empregos,empresas,share_nacional
ValenAa do PiauA,Serviços,674.168942,11099.155865579343,1060,0.00013150939599602157
Barras,Agropecuária,76.048731,1730.328526066828,109,0.00012869398751606294
Barras,Indústria,56.522542,1121.7433571916545,63,2.834189334564596e-05
Barras,Construção,8.4783813,192.859838597941,12,2.834189334564596e-05
Barras,Serviços,724.189242,12086.245950317265,478,0.00014126680104797337
ParnaAba,Agropecuária,264.409374,4547.779085110339,265,0.0004474485797361433
ParnaAba,Indústria,462.61791700000003,7038.43481654382,915,0.0002319688251706531
ParnaAba,Construção,69.39268755,1411.2549475306153,36,0.0002319688251706531
ParnaAba,Serviços,3230.7937949999996,57318.94345437098,3601,0.0006302274016178933
Piripiri,Agropecuária,117.831407,2009.6180939252479,226,0.00019940100803862365
Piripiri,Indústria,177.17793700000001,3142.696329495971,273,8.884169069493689e-05
Piripiri,Construção,26.576690550000002,553.0360668233765,31,8.884169069493689e-05
Piripiri,Serviços,1673.526659,28107.869708054837,2093,0.0003264530096201464
Esperantina,Agropecuária,102.462533,1995.0801330389054,120,0.00017339292542259757
Esperantina,Indústria,76.696508,1529.6218710395144,50,3.845765198811267e-05
Esperantina,Construção,11.5044762,269.17382677338094,9,3.845765198811267e-05
Esperantina,Serviços,1155.959787,21191.871241183664,1154,0.00022549180763663796
Picos,Agropecuária,386.583306,6373.661192954728,642,0.0006541982555406786
Picos,Indústria,521.338251,11637.892282787148,630,0.0002614127493920497
Picos,Construção,78.20073765,1315.342550313469,95,0.00026141274939204965
Picos,Serviços,3103.4891559999996,68739.61893145386,4560,0.0006053942253331549
Paulistana,Agropecuária,111.317126,2719.08017929823,216,0.00018837717126099057
Paulistana,Indústria,458.580346,9705.406806857252,543,0.00022994428057997502
Paulistana,Construção,68.7870519,1046.658519731099,112,0.000229944280579975
Paulistana,Serviços,707.020743,17282.202128855643,861,0.00013791776078078124
Oeiras,Agropecuária,58.823071000000006,1347.2918128225679,58,9.954374603476925e-05
Oeiras,Indústria,71.424876,1098.037917987272,63,3.581431666357093e-05
Oeiras,Construção,10.713731399999999,235.41723782474045,21,3.581431666357093e-05
Oeiras,Serviços,712.0891510000001,12987.230176085272,370,0.00013890644956962404
SimplAcio Mendes,Agropecuária,76.384077,1416.2908391069443,123,0.00012926147908850694
SimplAcio Mendes,Indústria,23.568655,423.961340064899,40,1.1817945242277416e-05
SimplAcio Mendes,Construção,3.53529825,66.55082966806098,3,1.1817945242277416e-05
SimplAcio Mendes,Serviços,359.134992,6965.392564692128,610,7.005606894147911e-05
SAo Raimundo Nonato,Agropecuária,103.834418,2151.528531626055,87,0.00017571450723917614
SAo Raimundo Nonato,Indústria,136.425769,3255.9258049861583,225,6.840747881784462e-05
SAo Raimundo Nonato,Construção,20.46386535,503.3993616517665,14,6.840747881784461e-05
SAo Raimundo Nonato,Serviços,1010.671589,21410.066045445506,1028,0.0001971505982245758
SAo JoAo do PiauA,Agropecuária,49.657718,795.7023583343235,99,8.403361445134664e-05
SAo JoAo do PiauA,Indústria,752.6836539999999,14446.142340741777,1478,0.000377415436210903
SAo JoAo do PiauA,Construção,112.90254809999999,1843.5137770176852,117,0.000377415436210903
SAo JoAo do PiauA,Serviços,506.169716,12020.024306225821,868,9.87379712645347e-05
Corrente,Agropecuária,1204.605354,22801.78640077271,1799,0.00203850168636553
Corrente,Indústria,149.530207,2662.818036218725,237,7.497838966170988e-05
Corrente,Construção,22.429531049999998,512.056812522904,33,7.497838966170988e-05
Corrente,Serviços,1314.240118,23964.70231196261,2133,0.00025636737818147677
Bom Jesus,Agropecuária,923.1227670000001,14480.594128544768,664,0.0015621608446312071
Bom Jesus,Indústria,131.52593000000002,2773.70724712484,219,6.595057030957484e-05
Bom Jesus,Construção,19.7288895,412.6098025034,31,6.595057030957484e-05
Bom Jesus,Serviços,1120.588152,24293.928144991227,2010,0.00021859190159759391
Floriano,Agropecuária,355.425994,7233.878078769637,245,0.0006014720802470754
Floriano,Indústria,494.488275,11551.787984729224,735,0.0002479494632552522
Floriano,Construção,74.17324124999999,1756.221145418216,147,0.00024794946325525216
Floriano,Serviços,1705.6851539999998,36331.952430432764,2166,0.0003327261319639981
UruAuA,Agropecuária,3118.1329859999996,65552.30463754489,1982,0.005276681968219929
UruAuA,Indústria,704.164234,14323.763627215852,399,0.0003530865193190795
UruAuA,Construção,105.62463509999999,2621.6123274840907,186,0.0003530865193190795
UruAuA,Serviços,1404.0763759999998,27969.118937351013,2429,0.00027389163848494646
Canto do Buriti,Agropecuária,87.17372399999999,1526.4124151035312,86,0.00014752033335289596
Canto do Buriti,Indústria,32.874915,809.9900484933204,19,1.648434945967534e-05
Canto do Buriti,Construção,4.93123725,81.41787262626205,6,1.6484349459675336e-05
Canto do Buriti,Serviços,445.06012499999997,9560.996350626838,261,8.681739038145108e-05
Fortaleza,Agropecuária,1393.729315,30875.69191842996,774,0.002358548008715371
Fortaleza,Indústria,25493.069275,493506.02244869585,39684,0.012782897316352368
Fortaleza,Construção,3823.96039125,86031.38726044634,5627,0.012782897316352368
Fortaleza,Serviços,74969.371178,1588916.8815735425,53924,0.014624192999119687
Itapipoca,Agropecuária,347.406662,7583.276092990024,217,0.0005879013105744669
Itapipoca,Indústria,1051.292873,16035.770807932597,553,0.0005271459744610163
Itapipoca,Construção,157.69393095,2470.902422522494,148,0.0005271459744610163
Itapipoca,Serviços,2566.2752570000002,40922.99895999695,1983,0.0005006004993442801
RedenAAo-Acarape,Agropecuária,452.827036,7875.527216491797,479,0.0007662996627507141
RedenAAo-Acarape,Indústria,170.817464,3137.9860065378357,188,8.565238177472128e-05
RedenAAo-Acarape,Construção,25.6226196,628.4160366959965,44,8.565238177472128e-05
RedenAAo-Acarape,Serviços,1909.252708,39762.0745039961,2216,0.00037243583142227945
CanindA,Agropecuária,202.600178,3163.092606422556,106,0.00034285154315440354
CanindA,Indústria,130.735679,2159.6269951689023,185,6.55543176152376e-05
CanindA,Construção,19.61035185,297.9613692013912,11,6.55543176152376e-05
CanindA,Serviços,1626.570662,37925.235915392586,1851,0.00031729335479306153
ItapagA,Agropecuária,174.931996,2871.376779287718,242,0.0002960298720748406
ItapagA,Indústria,182.285256,2927.8904610452955,133,9.14026351475093e-05
ItapagA,Construção,27.3427884,627.9023012111525,52,9.14026351475093e-05
ItapagA,Serviços,1180.638369,26779.56060762795,1989,0.0002303058315565626
QuixadA,Agropecuária,614.504735,10780.167206164522,809,0.0010398998596656602
QuixadA,Indústria,541.259997,8683.33165041027,487,0.0002714020382741925
QuixadA,Construção,81.18899954999999,1519.3189137899874,67,0.0002714020382741925
QuixadA,Serviços,3069.826673,57023.19036351285,2422,0.0005988277216999213
Russas - Limoeiro do Norte,Agropecuária,1277.187952,24686.272957612113,1092,0.0021613300864988
Russas - Limoeiro do Norte,Indústria,1017.944131,16996.088304619578,1430,0.0005104240356463136
Russas - Limoeiro do Norte,Construção,152.69161964999998,2830.9872788752086,245,0.0005104240356463136
Russas - Limoeiro do Norte,Serviços,4277.833961,94961.7630359653,2476,0.0008344723782638721
Aracati,Agropecuária,306.476666,6484.711886994646,263,0.0005186372436401153
Aracati,Indústria,881.5265669999999,19894.69197476845,1572,0.00044202067103187655
Aracati,Construção,132.22898504999998,2100.5413669026243,241,0.0004420206710318765
Aracati,Serviços,1619.707993,34783.76667686023,1725,0.00031595466147913754
Iguatu,Agropecuária,765.776016,12265.68597865837,1045,0.0012958897242243844
Iguatu,Indústria,257.97498099999996,5576.6189084223815,311,0.0001293554595854348
Iguatu,Construção,38.69624714999999,836.2639394394587,76,0.0001293554595854348
Iguatu,Serviços,2978.310426,71492.20121440443,5928,0.0005809757477850614
IcA,Agropecuária,197.475246,4468.902977490272,117,0.0003341788417673328
IcA,Indústria,61.32892,1340.2291766870824,48,3.0751938043473936e-05
IcA,Construção,9.199338,138.17943556270504,14,3.0751938043473936e-05
IcA,Serviços,904.17133,20640.318372467802,1002,0.00017637570952537218
Juazeiro do Norte,Agropecuária,1075.14264,23305.157440940635,1149,0.0018194175191450193
Juazeiro do Norte,Indústria,978.141991,18888.070833192334,1612,0.0004904661928654906
Juazeiro do Norte,Construção,146.72129865,2233.4476493327097,104,0.0004904661928654906
Juazeiro do Norte,Serviços,9209.227018,214635.7666676449,11516,0.0017964338124722196
Brejo Santo,Agropecuária,395.006058,7394.110376220285,435,0.0006684517154799233
Brejo Santo,Indústria,199.709137,4624.328812470898,356,0.00010013942863725056
Brejo Santo,Construção,29.95637055,460.88689297642276,57,0.00010013942863725056
Brejo Santo,Serviços,1658.224354,27503.10188009201,2313,0.00032346800576943965
CrateAs,Agropecuária,434.129961,9231.62197508743,342,0.000734659409126536
CrateAs,Indústria,124.38396300000001,2315.0554276152716,87,6.236939968578861e-05
CrateAs,Construção,18.65759445,450.5576858590745,12,6.236939968578861e-05
CrateAs,Serviços,2115.909108,47791.55168879861,2055,0.0004127480686815156
TauA,Agropecuária,161.814144,3053.05270414508,155,0.000273831096903621
TauA,Indústria,49.14604,766.0511186078295,76,2.464312068697919e-05
TauA,Construção,7.371905999999999,159.38591326231392,5,2.464312068697919e-05
TauA,Serviços,785.832212,16208.411846841873,1112,0.00015329142758750455
Sobral,Agropecuária,692.412449,14205.277990362267,957,0.001171739723935335
Sobral,Indústria,1777.6812340000001,27539.874496890447,2813,0.0008913762572211332
Sobral,Construção,266.6521851,5874.884609925403,346,0.0008913762572211331
Sobral,Serviços,6652.290075000001,126431.39030971692,8083,0.0012976549277963906
SAo Benedito - Ipu - Guaraciaba do Norte - TianguA,Agropecuária,1401.3925530000001,27388.861952093055,701,0.00237151617586999
SAo Benedito - Ipu - Guaraciaba do Norte - TianguA,Indústria,457.7791,10899.249465344301,512,0.0002295425147026437
SAo Benedito - Ipu - Guaraciaba do Norte - TianguA,Construção,68.666865,1219.5779842252034,130,0.0002295425147026437
SAo Benedito - Ipu - Guaraciaba do Norte - TianguA,Serviços,3624.742805,82686.36019642674,5830,0.0007070746028618965
AcaraA,Agropecuária,337.610206,7568.500793840489,639,0.0005713231906033966
AcaraA,Indústria,673.05087,15319.903051172318,1083,0.00033748545799186145
AcaraA,Construção,100.95763050000001,2309.1421655582417,94,0.00033748545799186145
AcaraA,Serviços,2163.719298,42027.611165071736,1295,0.0004220743500001158
Camocim,Agropecuária,179.927817,4496.5855202294,159,0.0003044840844851238
Camocim,Indústria,182.585514,2784.1940635877518,101,9.155319242803954e-05
Camocim,Construção,27.3878271,523.8958331273653,31,9.155319242803955e-05
Camocim,Serviços,1103.923244,23299.783702467255,974,0.00021534109627436491
Natal,Agropecuária,852.740985,16148.644155510292,1060,0.0014430567904943107
Natal,Indústria,4799.107482,117454.95343410617,5481,0.0024063990683422473
Natal,Construção,719.8661223,15045.610249863568,1366,0.0024063990683422473
Natal,Serviços,29811.23257,592921.041133309,57537,0.005815244436427369
Santo AntAnio - Passa e Fica - Nova Cruz,Agropecuária,68.09505,1547.2295909278296,37,0.00011523431619924966
Santo AntAnio - Passa e Fica - Nova Cruz,Indústria,78.471569,1940.7671180362934,45,3.934771439089732e-05
Santo AntAnio - Passa e Fica - Nova Cruz,Construção,11.77073535,229.25059442120266,18,3.934771439089732e-05
Santo AntAnio - Passa e Fica - Nova Cruz,Serviços,1464.533653,31582.738438975306,1807,0.00028568497319159656
Canguaretama,Agropecuária,456.028148,7871.434626946724,368,0.0007717167665254702
Canguaretama,Indústria,323.17552900000004,6934.194058819031,388,0.00016204873402262613
Canguaretama,Construção,48.47632935000001,1114.1262500784294,95,0.00016204873402262613
Canguaretama,Serviços,1708.068811,29761.794258214682,2597,0.0003331911093202699
Santa Cruz,Agropecuária,61.75622200000001,1335.7289465539623,119,0.00010450739096628991
Santa Cruz,Indústria,67.253021,1379.4248496586765,37,3.3722438533540976e-05
Santa Cruz,Construção,10.08795315,239.02720683855003,11,3.3722438533540976e-05
Santa Cruz,Serviços,1042.764224,21609.984614622193,894,0.0002034108733304717
JoAo CAmara,Agropecuária,109.909235,2472.8053714654616,149,0.00018599465804353823
JoAo CAmara,Indústria,2037.195642,50195.39212999433,1500,0.0010215036261068857
JoAo CAmara,Construção,305.5793463,4584.01455714814,347,0.0010215036261068857
JoAo CAmara,Serviços,936.009458,21417.571043932512,1361,0.00018258633822995586
SAo Paulo do Potengi,Agropecuária,29.099972,656.8261013571573,25,4.924462754395968e-05
SAo Paulo do Potengi,Indústria,216.429168,5188.707914575869,188,0.00010852329317288829
SAo Paulo do Potengi,Construção,32.4643752,649.7296775162522,55,0.00010852329317288829
SAo Paulo do Potengi,Serviços,699.018251,14654.93781174394,724,0.00013635672344455965
CaicA,Agropecuária,253.055085,3865.080627467679,457,0.0004282342061679667
CaicA,Indústria,307.61937,7587.500721872826,447,0.00015424846560501123
CaicA,Construção,46.1429055,909.4824969305968,32,0.00015424846560501123
CaicA,Serviços,2340.964242,50639.238416224245,1882,0.00045664932679990533
Currais Novos,Agropecuária,111.526135,2021.5616460771337,64,0.0001887308681772053
Currais Novos,Indústria,467.425994,10722.073441492626,477,0.00023437972179189231
Currais Novos,Construção,70.1138991,1669.6132868871587,67,0.00023437972179189231
Currais Novos,Serviços,1309.72298,20473.193924118044,1536,0.0002554862250268263
MossorA,Agropecuária,520.911981,7871.280014313524,695,0.0008815168786942888
MossorA,Indústria,3062.212418,62134.04765234896,3460,0.001535474072497812
MossorA,Construção,459.3318627,10748.572739008347,732,0.001535474072497812
MossorA,Serviços,7995.3693029999995,134493.38847441456,15044,0.0015596479195309205
Pau dos Ferros,Agropecuária,128.226532,2806.6130161854935,206,0.00021699222973800892
Pau dos Ferros,Indústria,133.738605,3030.95604104853,79,6.706006391406589e-05
Pau dos Ferros,Construção,20.06079075,385.48507770610115,34,6.706006391406588e-05
Pau dos Ferros,Serviços,2583.4739099999997,57726.49924027718,4596,0.0005039554217191751
AAu,Agropecuária,550.406085,12860.821729909354,658,0.0009314284788230728
AAu,Indústria,3235.46706,49284.82249130627,5159,0.0016223485196025101
AAu,Construção,485.32005899999996,7795.717115206108,781,0.00162234851960251
AAu,Serviços,3303.3237309999995,77512.28667383506,6054,0.0006443757366727438
JoAo Pessoa,Agropecuária,659.130443,14710.4309329855,479,0.0011154180206228428
JoAo Pessoa,Indústria,5433.577431,97150.38899834391,5451,0.0027245390349696402
JoAo Pessoa,Construção,815.0366146499999,14681.392937675475,916,0.0027245390349696402
JoAo Pessoa,Serviços,25771.48724,493627.0955177757,18431,0.005027215746244769
Guarabira,Agropecuária,375.955769,8380.482973445041,531,0.0006362137330375419
Guarabira,Indústria,360.006193,7598.409261487834,281,0.00018051660036411728
Guarabira,Construção,54.000928949999995,936.2944569139302,71,0.00018051660036411728
Guarabira,Serviços,3417.936972,56723.01258282987,3540,0.0006667332158712686
Mamanguape - Rio Tinto,Agropecuária,270.42118,4300.5541055423655,423,0.0004576220997428478
Mamanguape - Rio Tinto,Indústria,281.615253,6094.136265986316,438,0.00014120931548041672
Mamanguape - Rio Tinto,Construção,42.24228795,678.3680643455925,48,0.0001412093154804167
Mamanguape - Rio Tinto,Serviços,1426.877614,26311.22495223061,1197,0.0002783394509701166
Itabaiana,Agropecuária,73.44455500000001,1206.5394482313807,91,0.0001242870527884653
Itabaiana,Indústria,93.544533,2000.2495874261883,96,4.690569609120303e-05
Itabaiana,Construção,14.03167995,343.564589018718,24,4.690569609120302e-05
Itabaiana,Serviços,597.412948,14749.78363701944,351,0.00011653668844282453
Campina Grande,Agropecuária,867.747952,13976.287808877009,559,0.0014684524335031597
Campina Grande,Indústria,2523.822314,40184.09296631473,3827,0.0012655110742674912
Campina Grande,Construção,378.5733471,9347.367063192434,320,0.001265511074267491
Campina Grande,Serviços,11414.292164,176845.65063631372,20796,0.0022265734516879626
CuitA - Nova Floresta,Agropecuária,71.043943,1442.8758069909118,54,0.00012022460063842335
CuitA - Nova Floresta,Indústria,45.525881,877.9487263596104,28,2.282787748237809e-05
CuitA - Nova Floresta,Construção,6.828882149999999,113.58064839462374,6,2.2827877482378087e-05
CuitA - Nova Floresta,Serviços,808.797369,13223.959383114676,1034,0.0001577712155721961
Monteiro,Agropecuária,63.739324,1059.7090704373406,35,0.00010786330895039248
Monteiro,Indústria,43.448550999999995,759.6959353766807,58,2.17862494306229e-05
Monteiro,Construção,6.517282649999999,128.8761920796196,7,2.17862494306229e-05
Monteiro,Serviços,766.2930670000001,11938.03894637125,1463,0.0001494799480055385
SumA,Agropecuária,50.311091000000005,794.0014372904993,85,8.51392893994971e-05
SumA,Indústria,33.009581,571.6867979640373,24,1.6551874543902524e-05
SumA,Construção,4.951437149999999,92.47519247617954,8,1.6551874543902524e-05
SumA,Serviços,472.55028,9422.63534063069,826,9.217986476237118e-05
Patos,Agropecuária,182.80034799999999,4310.518393642692,140,0.0003093451448051639
Patos,Indústria,571.7931080000001,9792.985536334778,634,0.00028671214544298844
Patos,Construção,85.76896620000001,2041.8434814463963,162,0.00028671214544298844
Patos,Serviços,2936.452385,63068.92016685776,4120,0.000572810545642767
Itaporanga,Agropecuária,114.46539,2697.6337971307125,223,0.00019370484264466257
Itaporanga,Indústria,78.811181,1592.8294080002088,109,3.9518004804992663e-05
Itaporanga,Construção,11.821677150000001,227.49810435841675,13,3.9518004804992663e-05
Itaporanga,Serviços,1102.3423579999999,17495.90752121938,839,0.00021503271457647502
CatolA do Rocha - SAo Bento,Agropecuária,75.85034999999999,1804.4777808639726,110,0.00012835827590586624
CatolA do Rocha - SAo Bento,Indústria,134.55486000000002,2545.0293514658065,189,6.746935569986086e-05
CatolA do Rocha - SAo Bento,Construção,20.183229,403.55694332884104,21,6.746935569986084e-05
CatolA do Rocha - SAo Bento,Serviços,1282.463794,27176.857387163232,1927,0.0002501688055153781
Pombal,Agropecuária,80.26004,1759.3443672975166,141,0.00013582060410447495
Pombal,Indústria,82.990222,1850.1045408222387,71,4.161348618495398e-05
Pombal,Construção,12.4485333,258.1910481256271,14,4.161348618495397e-05
Pombal,Serviços,674.414585,11017.724432981802,1025,0.000131557313306577
Princesa Isabel,Agropecuária,80.713223,1825.554353237768,153,0.00013658750614975026
Princesa Isabel,Indústria,31.588794,501.16044264665663,38,1.5839454468724727e-05
Princesa Isabel,Construção,4.7383191,76.0786774087056,4,1.5839454468724727e-05
Princesa Isabel,Serviços,484.73192,11421.621431451871,523,9.45561239146965e-05
Sousa,Agropecuária,113.175877,1703.4933439421084,70,0.0001915226554110084
Sousa,Indústria,193.78111600000003,3034.610654754133,288,9.716696255579321e-05
Sousa,Construção,29.067167400000002,529.4085432599609,57,9.71669625557932e-05
Sousa,Serviços,1594.073045,28851.71115447793,3065,0.00031095408029266483
Cajazeiras,Agropecuária,111.40638200000001,2338.0094628116008,96,0.00018852821534021043
Cajazeiras,Indústria,163.48814299999998,2740.0057018900006,152,8.197726691385738e-05
Cajazeiras,Construção,24.523221449999998,586.8052723883812,36,8.19772669138574e-05
Cajazeiras,Serviços,1754.2094860000002,41960.65207531131,1470,0.0003421917201791705
Recife,Agropecuária,1053.3391550000001,22832.24684890085,1828,0.001782520421856221
Recife,Indústria,24344.060613999998,442491.76744847884,46528,0.012206754068525942
Recife,Construção,3651.6090920999995,60049.333170558275,5705,0.012206754068525942
Recife,Serviços,76113.432473,1187150.841161767,74581,0.014847363780973764
Goiana a TimbaAba,Agropecuária,860.967659,17824.42159499162,1128,0.0014569784360909312
Goiana a TimbaAba,Indústria,5452.225076999999,82019.24338713735,2827,0.002733889456507287
Goiana a TimbaAba,Construção,817.8337615499998,12994.701182862507,497,0.002733889456507287
Goiana a TimbaAba,Serviços,4860.164833,108093.62091390142,9687,0.0009480670226854427
Palmares,Agropecuária,163.911081,3002.517062754977,285,0.00027737965294855977
Palmares,Indústria,111.731712,2765.1012140859148,148,5.602522733019387e-05
Palmares,Construção,16.759756799999998,255.0964227200827,22,5.602522733019386e-05
Palmares,Serviços,2104.925803,35916.86334163258,4147,0.000410605567423144
Limoeiro,Agropecuária,354.45991999999995,5864.666351527528,642,0.0005998372348833099
Limoeiro,Indústria,221.122534,3655.363559827818,268,0.00011087667067321517
Limoeiro,Construção,33.1683801,524.2975146372794,45,0.00011087667067321517
Limoeiro,Serviços,1954.515071,30561.379016363917,1309,0.0003812651109227918
VitAria de Santo AntAo,Agropecuária,262.422435,5622.999214634432,184,0.00044408616856242915
VitAria de Santo AntAo,Indústria,1379.582594,26263.842103154577,1177,0.0006917590992396908
VitAria de Santo AntAo,Construção,206.9373891,4063.809744562871,275,0.0006917590992396908
VitAria de Santo AntAo,Serviços,3164.853309,48953.324674982665,5719,0.0006173644633463405
Carpina,Agropecuária,266.300843,4010.4502965103807,452,0.00045064943114644517
Carpina,Indústria,632.571545,14570.44436120247,534,0.0003171880567912265
Carpina,Construção,94.88573175,1903.9727291299548,111,0.0003171880567912265
Carpina,Serviços,2233.403351,45024.361352006956,1182,0.00043566754177990673
Barreiros - SirinhaAm,Agropecuária,266.659876,5233.206881373601,516,0.00045125700720737716
Barreiros - SirinhaAm,Indústria,251.327074,4684.650184003845,337,0.00012602202367652308
Barreiros - SirinhaAm,Construção,37.6990611,801.031832244348,60,0.00012602202367652308
Barreiros - SirinhaAm,Serviços,1603.710126,32144.714436649705,2663,0.0003128339751120775
Surubim,Agropecuária,40.351092,711.2670469715997,55,6.828441266307923e-05
Surubim,Indústria,121.993629,2490.853407755467,200,6.117082317292633e-05
Surubim,Construção,18.29904435,372.92614352151566,36,6.117082317292633e-05
Surubim,Serviços,1247.262503,20387.96559403406,805,0.00024330212829355762
Caruaru,Agropecuária,349.247001,8262.205831658126,267,0.0005910156368909879
Caruaru,Indústria,487.24589000000003,11489.618494481174,573,0.0002443179403977327
Caruaru,Construção,73.0868835,1491.4285530917605,75,0.0002443179403977327
Caruaru,Serviços,1538.782501,36740.77960273307,1932,0.0003001686145247513
Garanhuns,Agropecuária,851.264496,13346.525612017196,857,0.0014405581918400662
Garanhuns,Indústria,2116.311486,48763.76174553811,2555,0.001061174396975591
Garanhuns,Construção,317.4467229,6624.120490246249,314,0.0010611743969755909
Garanhuns,Serviços,13203.403695,299574.08863452397,24089,0.0025755734754999873
Arcoverde,Agropecuária,1160.02018,24837.16134761908,1575,0.00196305211934833
Arcoverde,Indústria,879.2821100000001,15852.83802761195,892,0.0004408952410943326
Arcoverde,Construção,131.89231650000002,3202.3178382905317,129,0.00044089524109433266
Arcoverde,Serviços,5538.313368,109414.75186170207,6834,0.001080352713522617
Belo Jardim a Pesqueira,Agropecuária,459.222642,7386.261109948045,553,0.0007771226709442585
Belo Jardim a Pesqueira,Indústria,380.110561,6503.797570909401,686,0.00019059746073373085
Belo Jardim a Pesqueira,Construção,57.01658415,1259.9180428329491,100,0.00019059746073373085
Belo Jardim a Pesqueira,Serviços,3260.0670020000002,48989.612584121925,5243,0.0006359376939965604
Serra Talhada,Agropecuária,1232.425301,26880.230532271744,1098,0.0020855801828090215
Serra Talhada,Indústria,1136.2260500000002,20297.079776835977,2083,0.0005697337095285736
Serra Talhada,Construção,170.43390750000003,3451.276756680585,168,0.0005697337095285736
Serra Talhada,Serviços,2786.271605,48634.143887415885,2219,0.0005435149456268122
Afogados da Ingazeira,Agropecuária,233.110263,5374.091981200427,148,0.00039448244411058146
Afogados da Ingazeira,Indústria,1404.765558,31993.70988059337,830,0.0007043865015921053
Afogados da Ingazeira,Construção,210.7148337,4294.505831190804,330,0.0007043865015921053
Afogados da Ingazeira,Serviços,3313.6364000000003,62642.047980156436,3806,0.0006463874177022402
Petrolina,Agropecuária,200.125066,4304.0755552049095,181,0.0003386630178675206
Petrolina,Indústria,128.71847300000002,1994.3307600225482,76,6.454283732285801e-05
Petrolina,Construção,19.307770950000002,465.0871020319251,30,6.454283732285801e-05
Petrolina,Serviços,1713.9092289999999,31185.337329402457,2599,0.0003343303932529674
Araripina,Agropecuária,1263.046752,27035.016205458774,758,0.0021373995436438226
Araripina,Indústria,996.617806,22148.287722603567,829,0.0004997304538076804
Araripina,Construção,149.49267089999998,3710.102863560864,252,0.0004997304538076803
Araripina,Serviços,6280.159735,100265.12469401016,12496,0.0012250638705756114
Salgueiro,Agropecuária,284.561682,5009.942403398499,331,0.0004815514614025298
Salgueiro,Indústria,517.361017,12507.81540227392,1014,0.00025941845936456513
Salgueiro,Construção,77.60415255,1713.3981401587682,149,0.00025941845936456513
Salgueiro,Serviços,2772.76033,50960.92361757406,4382,0.0005408793160335609
Escada - RibeirAo,Agropecuária,303.681413,6409.059453465388,170,0.000513906957546502
Escada - RibeirAo,Indústria,132.811483,2118.5768401053438,110,6.65951804903444e-05
Escada - RibeirAo,Construção,19.92172245,447.3479748708637,20,6.65951804903444e-05
Escada - RibeirAo,Serviços,1876.409584,35862.38266109101,2633,0.00036602915925039166
MaceiA,Agropecuária,1465.497951,22078.580490071774,1285,0.0024799989760619385
MaceiA,Indústria,6323.190414000001,139193.70493924548,4824,0.003170614448263826
MaceiA,Construção,948.4785621000001,16751.41484742893,1041,0.003170614448263826
MaceiA,Serviços,22030.866294,407193.3383572847,12602,0.004297536921528861
Porto Calvo - SAo LuAs do Quitunde,Agropecuária,2089.364986,44832.891435667,3746,0.0035357422522248657
Porto Calvo - SAo LuAs do Quitunde,Indústria,366.670006,5665.565220624867,582,0.00018385801196095115
Porto Calvo - SAo LuAs do Quitunde,Construção,55.0005009,1315.2092161748444,95,0.00018385801196095115
Porto Calvo - SAo LuAs do Quitunde,Serviços,2263.3381900000004,34001.327803592954,1356,0.000441506897987046
Penedo,Agropecuária,1669.042921,33429.0324200835,1743,0.0028244493499693926
Penedo,Indústria,539.162368,8111.574975983142,980,0.00027035023176844947
Penedo,Construção,80.8743552,1599.74692307583,141,0.0002703502317684494
Penedo,Serviços,1870.4100279999998,32257.93292499017,3173,0.0003648588324425982
SAo Miguel dos Campos,Agropecuária,935.394484,18763.120711915355,793,0.001582927742035434
SAo Miguel dos Campos,Indústria,584.325685,10819.008044677488,655,0.00029299631009857124
SAo Miguel dos Campos,Construção,87.64885275,1873.461007336727,45,0.00029299631009857124
SAo Miguel dos Campos,Serviços,1702.2887660000001,26358.499237604265,1102,0.0003320636022824571
UniAo dos Palmares,Agropecuária,2980.353716,48362.21022279191,1776,0.005043524051970778
UniAo dos Palmares,Indústria,328.00109499999996,7459.623172837571,442,0.0001644684000897392
UniAo dos Palmares,Construção,49.20016424999999,1168.3116945375293,70,0.0001644684000897392
UniAo dos Palmares,Serviços,1486.051905,34180.38215473849,1627,0.0002898825150050997
Atalaia,Agropecuária,1448.357576,26550.034781157203,797,0.0024509930587078327
Atalaia,Indústria,133.37685,2075.1709563393506,128,6.687867041574704e-05
Atalaia,Construção,20.006527499999997,378.12394186632713,13,6.687867041574703e-05
Atalaia,Serviços,1176.139645,28696.905479698,1382,0.00022942827040069313
Arapiraca,Agropecuária,4505.268822,76562.72458876252,5904,0.00762407211679805
Arapiraca,Indústria,809.377839,18983.509703601067,1530,0.00040584339588384765
Arapiraca,Construção,121.40667585,2828.2727143042343,172,0.00040584339588384765
Arapiraca,Serviços,6499.755289,100427.66161820026,5943,0.0012679001344122086
Palmeira dos Andios,Agropecuária,758.491303,17722.706250722076,1160,0.0012835621186016147
Palmeira dos Andios,Indústria,131.888009,2520.5563931417255,225,6.613212627003921e-05
Palmeira dos Andios,Construção,19.783201350000002,390.1310171623985,35,6.613212627003922e-05
Palmeira dos Andios,Serviços,1628.329973,36410.33591307169,1911,0.0003176365416599807
Delmiro Gouveia,Agropecuária,462.67627200000004,9261.55571486852,815,0.0007829671000394015
Delmiro Gouveia,Indústria,82.208418,1801.488914145086,107,4.1221469039207075e-05
Delmiro Gouveia,Construção,12.331262699999998,242.4019920133706,11,4.122146903920707e-05
Delmiro Gouveia,Serviços,1359.1006459999999,22913.73168798548,2431,0.0002651182721693262
